season,episode,characterID,role_name,actor_name,personID
3,6,0666236,Keith Scott,Craig Sheffer,0001729
3,6,0666236,Karen Roe,Moira Kelly,0446702
3,6,0666236,Chris Keller,Tyler Hilton,1675091
3,6,0666236,Antwon 'Skills' Taylor,Antwon Tanner,0849612
3,6,0666236,Rachel Gatina,Danneel Ackles,1566486
3,6,0666236,Bevin,Bevin Prince,1652374
3,6,0666236,Fergie,Vaughn Wilson,1535682
3,6,0666236,Teacher,Joselyn Rose,3081376
3,6,0666236,Cheerleader #1,Kenzie Dalton,2242932
3,6,0666236,Ashley,Julianna Guill,1566474
3,6,0666236,Cheerleader #2,Jennifer Lucaciu,3081091
3,6,0666236,Cheerleader #3,Victoria Jones,1201432
3,6,0666236,Cheerleader #4,Chelsea Golden,3080516
3,6,0666236,Sportscaster,Dave Cohen,0169305
3,6,0666236,Daniel,Daniel Smith,3082227
3,6,0666236,Metermaid,Mary Carol Erny,3081900
3,6,0666236,Cheerleader #5,Tamara Morgan,3080922
3,6,0666236,Boy Draft #1,Jason Eaves,6714120
3,6,0666236,High School Student,Sarah Nilsen,1951360
3,7,0666218,Lucas Scott,Chad Michael Murray,0614877
3,7,0666218,Nathan Scott,James Lafferty,0480798
3,7,0666218,Peyton Sawyer,Hilarie Burton,1122026
3,7,0666218,Haley James Scott,Bethany Joy Lenz,0502342
3,7,0666218,Dan Scott,Paul Johansson,0424035
3,7,0666218,Brooke Davis,Sophia Bush,0124208
3,7,0666218,Deb Scott,Barbara Alyn Woods,0940504
3,7,0666218,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,7,0666218,Whitey,Barry Corbin,0179224
3,7,0666218,Keith Scott,Craig Sheffer,0001729
3,7,0666218,Karen Roe,Moira Kelly,0446702
3,7,0666218,Chris Keller,Tyler Hilton,1675091
3,7,0666218,Antwon 'Skills' Taylor,Antwon Tanner,0849612
3,7,0666218,Tim Smith,Brett Claywell,1505775
3,7,0666218,Rachel Gatina,Danneel Ackles,1566486
3,7,0666218,Mel McFadden,Tom Bosley,0098014
3,7,0666218,Bevin,Bevin Prince,1652374
3,7,0666218,Fergie,Vaughn Wilson,1535682
3,7,0666218,Junk,Cullen Moss,1150144
3,7,0666218,High School Student,Sarah Nilsen,1951360
3,8,0666259,Lucas Scott,Chad Michael Murray,0614877
3,8,0666259,Nathan Scott,James Lafferty,0480798
3,8,0666259,Peyton Sawyer,Hilarie Burton,1122026
3,8,0666259,Haley James Scott,Bethany Joy Lenz,0502342
3,8,0666259,Dan Scott,Paul Johansson,0424035
3,8,0666259,Brooke Davis,Sophia Bush,0124208
3,8,0666259,Deb Scott,Barbara Alyn Woods,0940504
3,8,0666259,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,8,0666259,Whitey,Barry Corbin,0179224
3,8,0666259,Keith Scott,Craig Sheffer,0001729
3,8,0666259,Karen Roe,Moira Kelly,0446702
3,8,0666259,Chris Keller,Tyler Hilton,1675091
3,8,0666259,Tim Smith,Brett Claywell,1505775
3,8,0666259,Rachel Gatina,Danneel Ackles,1566486
3,8,0666259,Bevin,Bevin Prince,1652374
3,8,0666259,Gigi,Kelsey Asbille,2080328
3,8,0666259,Store Manager,Johanna Jowett,1658403
3,8,0666259,DJ,David Temple,1902369
3,8,0666259,Shop Owner,Chris Haywood,7471856
3,8,0666259,Basketball Player,Clay Broaddus,2177361
3,8,0666259,High School Student,Sarah Nilsen,1951360
3,9,0666227,Lucas Scott,Chad Michael Murray,0614877
3,9,0666227,Nathan Scott,James Lafferty,0480798
3,9,0666227,Peyton Sawyer,Hilarie Burton,1122026
3,9,0666227,Haley James Scott,Bethany Joy Lenz,0502342
3,9,0666227,Dan Scott,Paul Johansson,0424035
3,9,0666227,Brooke Davis,Sophia Bush,0124208
3,9,0666227,Deb Scott,Barbara Alyn Woods,0940504
3,9,0666227,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,9,0666227,Whitey,Barry Corbin,0179224
3,9,0666227,Keith Scott,Craig Sheffer,0001729
3,9,0666227,Karen Roe,Moira Kelly,0446702
3,9,0666227,Chris Keller,Tyler Hilton,1675091
3,9,0666227,Marty,Danny Woodburn,0940173
3,9,0666227,Bevin,Bevin Prince,1652374
3,9,0666227,Peyngel,Jennifer Keddy,1092659
3,9,0666227,Store Manager,Johanna Jowett,1658403
3,9,0666227,Dexter,Tim Parati,0660986
3,9,0666227,Emanuelle,Kelvin Amburgey,2585690
3,9,0666227,Police Officer,John Keenan,0444655
3,9,0666227,Female Officer,Belinda Keller,1388532
3,9,0666227,Woman,April Turner,0877389
3,9,0666227,Engineer,Jimmy Moore,0601366
3,9,0666227,Reporter,L.J. Woodard,3085539
3,9,0666227,Advisor,Brett Pryor,0699388
3,9,0666227,Henchman,Dominic L. Santana,2304840
3,9,0666227,Riverboat Cop,Pete Burris,0123148
3,9,0666227,Casino Cop,Dino Muccio,0610833
3,9,0666227,Henchman,Jason Saucier,0766541
3,9,0666227,Steven Hill,Kevin Wethington,2001287
3,10,0666217,Lucas Scott,Chad Michael Murray,0614877
3,10,0666217,Nathan Scott,James Lafferty,0480798
3,10,0666217,Peyton Sawyer,Hilarie Burton,1122026
3,10,0666217,Haley James Scott,Bethany Joy Lenz,0502342
3,10,0666217,Dan Scott,Paul Johansson,0424035
3,10,0666217,Brooke Davis,Sophia Bush,0124208
3,10,0666217,Deb Scott,Barbara Alyn Woods,0940504
3,10,0666217,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,10,0666217,Whitey,Barry Corbin,0179224
3,10,0666217,Keith Scott,Craig Sheffer,0001729
3,10,0666217,Karen Roe,Moira Kelly,0446702
3,10,0666217,Rachel Gatina,Danneel Ackles,1566486
3,10,0666217,Faith Banks,Mekia Cox,2065368
3,10,0666217,Ellie Harp,Sheryl Lee,0498247
3,10,0666217,Bevin,Bevin Prince,1652374
3,10,0666217,Junk,Cullen Moss,1150144
3,10,0666217,Fergie,Vaughn Wilson,1535682
3,10,0666217,Tara,Sarah Sullivan,0838329
3,10,0666217,Tommy,Cooper Musgrove,1871722
3,10,0666217,Joe,Chris Drake,2959676
3,10,0666217,Chuck,Brandon Xavier,1993964
3,10,0666217,Cheerleader,Kenzie Dalton,2242932
3,10,0666217,Ravens Cheerleader,Ashlea Wiest,2287017
3,11,0666239,Lucas Scott,Chad Michael Murray,0614877
3,11,0666239,Nathan Scott,James Lafferty,0480798
3,11,0666239,Peyton Sawyer,Hilarie Burton,1122026
3,11,0666239,Haley James Scott,Bethany Joy Lenz,0502342
3,11,0666239,Dan Scott,Paul Johansson,0424035
3,11,0666239,Brooke Davis,Sophia Bush,0124208
3,11,0666239,Deb Scott,Barbara Alyn Woods,0940504
3,11,0666239,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,11,0666239,Whitey,Barry Corbin,0179224
3,11,0666239,Keith Scott,Craig Sheffer,0001729
3,11,0666239,Karen Roe,Moira Kelly,0446702
3,11,0666239,Rachel Gatina,Danneel Ackles,1566486
3,11,0666239,Ellie Harp,Sheryl Lee,0498247
3,11,0666239,Bevin,Bevin Prince,1652374
3,11,0666239,Chief,Michael Harding,0362268
3,11,0666239,Band Manager,Phillip DeVona,0222883
3,11,0666239,Policeman,Justin Colvin,1823793
3,11,0666239,Player,Naryan Sawyers,3088110
3,11,0666239,Terry,Austin James,2259375
3,11,0666239,Themselves,Nada Surf,1841403
3,11,0666239,High School Student,Sarah Nilsen,1951360
3,11,0666239,Otis,Ron Clinton Smith,0809806
3,12,0666231,Lucas Scott,Chad Michael Murray,0614877
3,12,0666231,Nathan Scott,James Lafferty,0480798
3,12,0666231,Peyton Sawyer,Hilarie Burton,1122026
3,12,0666231,Haley James Scott,Bethany Joy Lenz,0502342
3,12,0666231,Dan Scott,Paul Johansson,0424035
3,12,0666231,Brooke Davis,Sophia Bush,0124208
3,12,0666231,Deb Scott,Barbara Alyn Woods,0940504
3,12,0666231,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,12,0666231,Whitey,Barry Corbin,0179224
3,12,0666231,Keith Scott,Craig Sheffer,0001729
3,12,0666231,Karen Roe,Moira Kelly,0446702
3,12,0666231,Rachel Gatina,Danneel Ackles,1566486
3,12,0666231,Tim Smith,Brett Claywell,1505775
3,12,0666231,Guidance Counselor,Donna Cooper,0177987
3,12,0666231,Ellie Harp,Sheryl Lee,0498247
3,12,0666231,Bevin,Bevin Prince,1652374
3,12,0666231,Gigi,Kelsey Asbille,2080328
3,12,0666231,Detective,David Bridgewater,0108814
3,12,0666231,Scout,David Reinwald,0718287
3,12,0666231,Basketball Player,Clay Broaddus,2177361
3,12,0666231,Police Detective,Don A. King,2478500
3,13,0666258,Lucas Scott,Chad Michael Murray,0614877
3,13,0666258,Nathan Scott,James Lafferty,0480798
3,13,0666258,Peyton Sawyer,Hilarie Burton,1122026
3,13,0666258,Haley James Scott,Bethany Joy Lenz,0502342
3,13,0666258,Dan Scott,Paul Johansson,0424035
3,13,0666258,Brooke Davis,Sophia Bush,0124208
3,13,0666258,Deb Scott,Barbara Alyn Woods,0940504
3,13,0666258,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,13,0666258,Whitey,Barry Corbin,0179224
3,13,0666258,Keith Scott,Craig Sheffer,0001729
3,13,0666258,Karen Roe,Moira Kelly,0446702
3,13,0666258,Rachel Gatina,Danneel Ackles,1566486
3,13,0666258,Ellie Harp,Sheryl Lee,0498247
3,13,0666258,Terry,Austin James,2259375
3,13,0666258,Young Keith,Jackson Pearce,3090977
3,13,0666258,Young Dan,Charlie Garland,3090966
3,13,0666258,Bank Manager,Patricia Wells,3092417
3,14,0762897,Lucas Scott,Chad Michael Murray,0614877
3,14,0762897,Nathan Scott,James Lafferty,0480798
3,14,0762897,Peyton Sawyer,Hilarie Burton,1122026
3,14,0762897,Haley James Scott,Bethany Joy Lenz,0502342
3,14,0762897,Dan Scott,Paul Johansson,0424035
3,14,0762897,Brooke Davis,Sophia Bush,0124208
3,14,0762897,Deb Scott,Barbara Alyn Woods,0940504
3,14,0762897,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,14,0762897,Whitey,Barry Corbin,0179224
3,14,0762897,Keith Scott,Craig Sheffer,0001729
3,14,0762897,Karen Roe,Moira Kelly,0446702
3,14,0762897,Rachel Gatina,Danneel Ackles,1566486
3,14,0762897,Antwon 'Skills' Taylor,Antwon Tanner,0849612
3,14,0762897,Tony Battle,Texas Battle,1564024
3,14,0762897,Solaris,Peyton List,0514228
3,14,0762897,Daoud,Brian George,0313364
3,14,0762897,Chuck,Gregory Alan Williams,0930707
3,14,0762897,Bevin,Bevin Prince,1652374
3,14,0762897,Susan,Sheila Cutchlow,1827484
3,14,0762897,Leah,Destiny Lamb,3091372
3,14,0762897,Cam,Khari King,2880861
3,14,0762897,Travis,Sam Robinson,1995454
3,14,0762897,Juliet,Natalie Khoury,1251941
3,14,0762897,Guinivere,Ayesha Jordan,2212767
3,14,0762897,Chelsea,Chelsea Golden,3080516
3,14,0762897,Cheerleader,Julie Krystina,2938458
3,14,0762897,Raven Basketball Player,Michael Lawrence,5948611
3,14,0762897,Travis,Sam Robison,1092336
3,14,0762897,Trevor,Ethan West,2343540
3,15,0762898,Lucas Scott,Chad Michael Murray,0614877
3,15,0762898,Nathan Scott,James Lafferty,0480798
3,15,0762898,Peyton Sawyer,Hilarie Burton,1122026
3,15,0762898,Haley James Scott,Bethany Joy Lenz,0502342
3,15,0762898,Dan Scott,Paul Johansson,0424035
3,15,0762898,Brooke Davis,Sophia Bush,0124208
3,15,0762898,Deb Scott,Barbara Alyn Woods,0940504
3,15,0762898,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,15,0762898,Whitey,Barry Corbin,0179224
3,15,0762898,Keith Scott,Craig Sheffer,0001729
3,15,0762898,Karen Roe,Moira Kelly,0446702
3,15,0762898,Rachel Gatina,Danneel Ackles,1566486
3,15,0762898,Jimmy Edwards,Colin Fickes,0275690
3,15,0762898,Principal Turner,Shawn Shepard,0791681
3,15,0762898,Self,Pete Wentz,2088161
3,15,0762898,Patrick Stump,Patrick Stump,2079998
3,15,0762898,Dallas,Jeremy DeCarlos,1513843
3,15,0762898,Stagehand,Tammy Fontaine,2348968
3,15,0762898,Rusty,John Cates,2186327
3,15,0762898,Young Keith,Patrick Stogner,0831125
3,15,0762898,Young Dan,Zachary Dylan Smith,1670773
3,15,0762898,Dunlap Brother #1,Jonathan Furr,1101682
3,15,0762898,Dunlap Brother #2,Sean Johnson,2300874
3,15,0762898,Cute Girl,Melissa Seitz,1787920
3,15,0762898,Friend #1,John R. Brennan,2475469
3,15,0762898,Self,Andrew Hurley,0403410
3,15,0762898,Self,Andrew McMahon,2330188
3,15,0762898,Self,Joe Trohman,2074262
3,15,0762898,VIP Bouncer,Clay Broaddus,2177361
3,15,0762898,Themselves,Fall Out Boy,1918389
3,15,0762898,Themselves,Jack's Mannequin,2182897
3,15,0762898,Cheerleader,Julie Krystina,2938458
3,16,0757574,Lucas Scott,Chad Michael Murray,0614877
3,16,0757574,Nathan Scott,James Lafferty,0480798
3,16,0757574,Peyton Sawyer,Hilarie Burton,1122026
3,16,0757574,Haley James Scott,Bethany Joy Lenz,0502342
3,16,0757574,Dan Scott,Paul Johansson,0424035
3,16,0757574,Brooke Davis,Sophia Bush,0124208
3,16,0757574,Deb Scott,Barbara Alyn Woods,0940504
3,16,0757574,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,16,0757574,Whitey,Barry Corbin,0179224
3,16,0757574,Keith Scott,Craig Sheffer,0001729
3,16,0757574,Karen Roe,Moira Kelly,0446702
3,16,0757574,Rachel Gatina,Danneel Ackles,1566486
3,16,0757574,Antwon 'Skills' Taylor,Antwon Tanner,0849612
3,16,0757574,Abby Brown,Allison Scagliotti,1270095
3,16,0757574,Marcus Johnson,Marcus Coloma,1324844
3,16,0757574,Jimmy Edwards,Colin Fickes,0275690
3,16,0757574,Principal Turner,Shawn Shepard,0791681
3,16,0757574,Bevin,Bevin Prince,1652374
3,16,0757574,Reeves,David Bridgewater,0108814
3,16,0757574,Mrs. Edwards,Renee Vincent,1488735
3,16,0757574,Mrs. Farrell,Nina Jones,0428943
3,16,0757574,Rusty,John Cates,2186327
3,16,0757574,Glenda,Amber Brooke,0908511
3,16,0757574,Sheila,Sharon Graci,1799853
3,16,0757574,Concerned Parent #1,Teresa Smith,3094878
3,16,0757574,Officer #1,Craig Galloway,2245175
3,16,0757574,Officer #3,Jeff E Howard,0397371
3,16,0757574,SWAT #1,Bobby Kennedy,1053989
3,16,0757574,SWAT #2,Byron Thigpen,3094490
3,16,0757574,Police Officer,Rick Roberts,2713878
3,17,0762899,Lucas Scott,Chad Michael Murray,0614877
3,17,0762899,Nathan Scott,James Lafferty,0480798
3,17,0762899,Peyton Sawyer,Hilarie Burton,1122026
3,17,0762899,Haley James Scott,Bethany Joy Lenz,0502342
3,17,0762899,Dan Scott,Paul Johansson,0424035
3,17,0762899,Brooke Davis,Sophia Bush,0124208
3,17,0762899,Deb Scott,Barbara Alyn Woods,0940504
3,17,0762899,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,17,0762899,Whitey,Barry Corbin,0179224
3,17,0762899,Karen Roe,Moira Kelly,0446702
3,17,0762899,Rachel Gatina,Danneel Ackles,1566486
3,17,0762899,Antwon 'Skills' Taylor,Antwon Tanner,0849612
3,17,0762899,Larry Sawyer,Kevin Kilner,0453273
3,17,0762899,Bevin,Bevin Prince,1652374
3,17,0762899,Fergie,Vaughn Wilson,1535682
3,17,0762899,Mrs. Edwards,Renee Vincent,1488735
3,17,0762899,Junk,Cullen Moss,1150144
3,17,0762899,Young Keith,Patrick Stogner,0831125
3,17,0762899,Young Dan,Zachary Dylan Smith,1670773
3,17,0762899,Rusty,John Cates,2186327
3,17,0762899,Preacher,Robert C. Treveiler,0872354
3,17,0762899,Student,Katie Karambelas,3220394
3,17,0762899,Principal Turner,Shawn Shepard,0791681
3,17,0762899,Grief Counselor,Barbara Weetman,0917430
3,18,0776250,Lucas Scott,Chad Michael Murray,0614877
3,18,0776250,Nathan Scott,James Lafferty,0480798
3,18,0776250,Peyton Sawyer,Hilarie Burton,1122026
3,18,0776250,Haley James Scott,Bethany Joy Lenz,0502342
3,18,0776250,Dan Scott,Paul Johansson,0424035
3,18,0776250,Brooke Davis,Sophia Bush,0124208
3,18,0776250,Deb Scott,Barbara Alyn Woods,0940504
3,18,0776250,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,18,0776250,Whitey,Barry Corbin,0179224
3,18,0776250,Karen Roe,Moira Kelly,0446702
3,18,0776250,Rachel Gatina,Danneel Ackles,1566486
3,18,0776250,Antwon 'Skills' Taylor,Antwon Tanner,0849612
3,18,0776250,Self,Pete Wentz,2088161
3,18,0776250,Bevin,Bevin Prince,1652374
3,19,0777104,Lucas Scott,Chad Michael Murray,0614877
3,19,0777104,Nathan Scott,James Lafferty,0480798
3,19,0777104,Peyton Sawyer,Hilarie Burton,1122026
3,19,0777104,Haley James Scott,Bethany Joy Lenz,0502342
3,19,0777104,Dan Scott,Paul Johansson,0424035
3,19,0777104,Brooke Davis,Sophia Bush,0124208
3,19,0777104,Deb Scott,Barbara Alyn Woods,0940504
3,19,0777104,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,19,0777104,Whitey,Barry Corbin,0179224
3,19,0777104,Karen Roe,Moira Kelly,0446702
3,19,0777104,Rachel Gatina,Danneel Ackles,1566486
3,19,0777104,Cooper Lee,Michael Trucco,0873998
3,19,0777104,Larry Sawyer,Kevin Kilner,0453273
3,19,0777104,Jake Jaglieski,Bryan Greenberg,1034965
3,19,0777104,Brandon,Brandon Wade,2201031
3,19,0777104,Father Gillespie,Marcus Lyle Brown,0114177
3,19,0777104,Basketball Player,Clay Broaddus,2177361
3,19,0777104,Airplane Passenger,Alexandra Del Sole,3705825
3,20,0776593,Lucas Scott,Chad Michael Murray,0614877
3,20,0776593,Nathan Scott,James Lafferty,0480798
3,20,0776593,Peyton Sawyer,Hilarie Burton,1122026
3,20,0776593,Haley James Scott,Bethany Joy Lenz,0502342
3,20,0776593,Dan Scott,Paul Johansson,0424035
3,20,0776593,Brooke Davis,Sophia Bush,0124208
3,20,0776593,Deb Scott,Barbara Alyn Woods,0940504
3,20,0776593,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,20,0776593,Whitey,Barry Corbin,0179224
3,20,0776593,Karen Roe,Moira Kelly,0446702
3,20,0776593,Rachel Gatina,Danneel Ackles,1566486
3,20,0776593,Cooper Lee,Michael Trucco,0873998
3,20,0776593,Damien West,Joshua Snyder,1483436
3,20,0776593,Jake Jaglieski,Bryan Greenberg,1034965
3,20,0776593,Gigi,Kelsey Asbille,2080328
3,20,0776593,Billy,Keith Pratt,2152356
3,20,0776593,Young Nathan,Chris Mink,2239808
3,20,0776593,Oak Lake Coach,Mark Wilson,1369595
3,20,0776593,Brendan,Brendan Kirsch,1545148
3,20,0776593,Ref,Gabe Wood,2219648
3,20,0776593,Officer,Craig Galloway,2245175
3,20,0776593,Radio Announcer,Jeff Loman,2244986
3,20,0776593,Uncredited Extra,Christian Moorer,2353767
3,20,0776593,Uncredited Extra,Nikki Moorer,2354729
3,20,0776593,Basketball Player,Clay Broaddus,2177361
3,20,0776593,Chearing Crowd Member,Luna Burgess,4105270
3,20,0776593,Theresa,Sarah Edwards,1547052
3,20,0776593,Bevin Mirskey,Bevin Prince,1652374
3,20,0776593,Raven Mascot,Kevin Snow,2443410
3,21,0776594,Lucas Scott,Chad Michael Murray,0614877
3,21,0776594,Nathan Scott,James Lafferty,0480798
3,21,0776594,Peyton Sawyer,Hilarie Burton,1122026
3,21,0776594,Haley James Scott,Bethany Joy Lenz,0502342
3,21,0776594,Dan Scott,Paul Johansson,0424035
3,21,0776594,Brooke Davis,Sophia Bush,0124208
3,21,0776594,Deb Scott,Barbara Alyn Woods,0940504
3,21,0776594,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,21,0776594,Whitey,Barry Corbin,0179224
3,21,0776594,Karen Roe,Moira Kelly,0446702
3,21,0776594,Rachel Gatina,Danneel Ackles,1566486
3,21,0776594,Marcus Johnson,Marcus Coloma,1324844
3,21,0776594,Jake Jaglieski,Bryan Greenberg,1034965
3,21,0776594,Bevin,Bevin Prince,1652374
3,21,0776594,Gigi,Kelsey Asbille,2080328
3,21,0776594,Fergie,Vaughn Wilson,1535682
3,21,0776594,Junk,Cullen Moss,1150144
3,22,0793217,Lucas Scott,Chad Michael Murray,0614877
3,22,0793217,Nathan Scott,James Lafferty,0480798
3,22,0793217,Peyton Sawyer,Hilarie Burton,1122026
3,22,0793217,Haley James Scott,Bethany Joy Lenz,0502342
3,22,0793217,Dan Scott,Paul Johansson,0424035
3,22,0793217,Brooke Davis,Sophia Bush,0124208
3,22,0793217,Deb Scott,Barbara Alyn Woods,0940504
3,22,0793217,Marvin 'Mouth' McFadden,Lee Norris,0635851
3,22,0793217,Whitey,Barry Corbin,0179224
3,22,0793217,Karen Roe,Moira Kelly,0446702
3,22,0793217,Rachel Gatina,Danneel Ackles,1566486
3,22,0793217,Cooper Lee,Michael Trucco,0873998
3,22,0793217,Self,Michelle Featherstone,2239550
3,22,0793217,Bevin,Bevin Prince,1652374
3,22,0793217,Priest,Marcus Lyle Brown,0114177
3,22,0793217,Young Keith,Patrick Stogner,0831125
3,22,0793217,Fergie,Vaughn Wilson,1535682
3,22,0793217,Junk,Cullen Moss,1150144
3,22,0793217,Bartender,Sean Guerrero,2233453
3,22,0793217,Josh,Landon Ashworth,2272378
3,22,0793217,Party Girl,Angela Chambers,3391571
3,22,0793217,Michael,Daniel Newman,1649096
3,22,0793217,Wedding Guest,Rick Roberts,2713878
3,22,0793217,Caterer,Hilary Russo,1516202
4,1,0824076,Lucas Scott,Chad Michael Murray,0614877
4,1,0824076,Nathan Scott,James Lafferty,0480798
4,1,0824076,Peyton Sawyer,Hilarie Burton,1122026
4,1,0824076,Haley James Scott,Bethany Joy Lenz,0502342
4,1,0824076,Dan Scott,Paul Johansson,0424035
4,1,0824076,Brooke Davis,Sophia Bush,0124208
4,1,0824076,Deb Scott,Barbara Alyn Woods,0940504
4,1,0824076,Marvin 'Mouth' McFadden,Lee Norris,0635851
4,1,0824076,Antwon 'Skills' Taylor,Antwon Tanner,0849612
4,1,0824076,Rachel Gatina,Danneel Ackles,1566486
4,1,0824076,Whitey,Barry Corbin,0179224
4,1,0824076,Karen Roe,Moira Kelly,0446702
4,1,0824076,Cooper Lee,Michael Trucco,0873998
4,1,0824076,Young Keith,Patrick Stogner,0831125
4,1,0824076,Reeves,David Bridgewater,0108814
4,1,0824076,KiKi,Jessica Lucas,2504954
4,1,0824076,Junk,Cullen Moss,1150144
4,1,0824076,Fergie,Vaughn Wilson,1535682
4,1,0824076,Doctor #2,Dorothy Recasner Brown,0113454
4,1,0824076,Reporter #1,Debra Terry,0855966
4,1,0824076,Doctor #1,Terry Loughlin,0521761
4,1,0824076,Reporter #2,Tom Huff,2490645
4,1,0824076,Officer,Craig Galloway,2245175
4,1,0824076,Nurse,Troy Rudeseal,1490451
4,1,0824076,Keith Scott,Craig Sheffer,0001729
4,1,0824076,Camera Newsman,Jeff Clayton,2464961
4,1,0824076,Hospital Visitor,Kassie Hight,2480494
4,2,0834744,Lucas Scott,Chad Michael Murray,0614877
4,2,0834744,Nathan Scott,James Lafferty,0480798
4,2,0834744,Peyton Sawyer,Hilarie Burton,1122026
4,2,0834744,Haley James Scott,Bethany Joy Lenz,0502342
4,2,0834744,Dan Scott,Paul Johansson,0424035
4,2,0834744,Brooke Davis,Sophia Bush,0124208
4,2,0834744,Deb Scott,Barbara Alyn Woods,0940504
4,2,0834744,Marvin 'Mouth' McFadden,Lee Norris,0635851
4,2,0834744,Antwon 'Skills' Taylor,Antwon Tanner,0849612
4,2,0834744,Rachel Gatina,Danneel Ackles,1566486
4,2,0834744,Whitey,Barry Corbin,0179224
4,2,0834744,Karen Roe,Moira Kelly,0446702
4,2,0834744,Cooper Lee,Michael Trucco,0873998
4,2,0834744,Derek,Matt Barr,1204778
4,2,0834744,Reeves,David Bridgewater,0108814
4,2,0834744,Fergie,Vaughn Wilson,1535682
4,2,0834744,Reporter #1,Tia Brewer-Footman,5341624
4,2,0834744,Messenger,Jack Landry,0485062
4,2,0834744,Customer,Denise S. Bass,0060046
4,2,0834744,Customer in Karen's Cafe,Natalie Zayas-Bazan,7544135
4,3,0868445,Lucas Scott,Chad Michael Murray,0614877
4,3,0868445,Nathan Scott,James Lafferty,0480798
4,3,0868445,Peyton Sawyer,Hilarie Burton,1122026
4,3,0868445,Haley James Scott,Bethany Joy Lenz,0502342
4,3,0868445,Dan Scott,Paul Johansson,0424035
4,3,0868445,Brooke Davis,Sophia Bush,0124208
4,3,0868445,Deb Scott,Barbara Alyn Woods,0940504
4,3,0868445,Marvin 'Mouth' McFadden,Lee Norris,0635851
4,3,0868445,Antwon 'Skills' Taylor,Antwon Tanner,0849612
4,3,0868445,Rachel Gatina,Danneel Ackles,1566486
4,3,0868445,Whitey,Barry Corbin,0179224
4,3,0868445,Karen Roe,Moira Kelly,0446702
4,3,0868445,Derek,Matt Barr,1204778
4,3,0868445,Bevin,Bevin Prince,1652374
4,3,0868445,Gigi,Kelsey Asbille,2080328
4,3,0868445,Young Keith,Patrick Stogner,0831125
4,3,0868445,Sad Player,Dustin Carreon,3218816
4,3,0868445,Ravens Player,Daniel Smith,3082227
4,3,0868445,Student,Kassie Hight,2480494
4,3,0868445,Raven's Cheerleader,Ashlea Wiest,2287017
4,4,0868444,Lucas Scott,Chad Michael Murray,0614877
4,4,0868444,Nathan Scott,James Lafferty,0480798
4,4,0868444,Peyton Sawyer,Hilarie Burton,1122026
4,4,0868444,Haley James Scott,Bethany Joy Lenz,0502342
4,4,0868444,Dan Scott,Paul Johansson,0424035
4,4,0868444,Brooke Davis,Sophia Bush,0124208
4,4,0868444,Deb Scott,Barbara Alyn Woods,0940504
4,4,0868444,Marvin 'Mouth' McFadden,Lee Norris,0635851
4,4,0868444,Antwon 'Skills' Taylor,Antwon Tanner,0849612
4,4,0868444,Rachel Gatina,Danneel Ackles,1566486
4,4,0868444,Whitey,Barry Corbin,0179224
4,4,0868444,Karen Roe,Moira Kelly,0446702
4,4,0868444,Derek,Matt Barr,1204778
4,4,0868444,Shelley Simon,Elisabeth Harnois,0363699
4,4,0868444,Self,Lupe Fiasco,2400930
4,4,0868444,Self,Dusean Dunbar,5346381
4,4,0868444,Self,Simon Morel,5346341
4,4,0868444,Therapist,Jennifer Gatti,0309792
4,4,0868444,Photographer,Juan-Carlos Guzman,2116475
4,4,0868444,Glenda,Amber Brooke,0908511
4,4,0868444,Teacher,Crystal Coney,3502799
4,4,0868444,Girl,Cari Moskow,2370937
4,4,0868444,Bartender,Bill Melon,5346484
4,4,0868444,Tric Bartender,Austin James,2259375
4,5,0877243,Lucas Scott,Chad Michael Murray,0614877
4,5,0877243,Nathan Scott,James Lafferty,0480798
4,5,0877243,Peyton Sawyer,Hilarie Burton,1122026
4,5,0877243,Haley James Scott,Bethany Joy Lenz,0502342
4,5,0877243,Dan Scott,Paul Johansson,0424035
4,5,0877243,Brooke Davis,Sophia Bush,0124208
4,5,0877243,Deb Scott,Barbara Alyn Woods,0940504
4,5,0877243,Marvin 'Mouth' McFadden,Lee Norris,0635851
4,5,0877243,Antwon 'Skills' Taylor,Antwon Tanner,0849612
4,5,0877243,Rachel Gatina,Danneel Ackles,1566486
4,5,0877243,Whitey,Barry Corbin,0179224
4,5,0877243,Karen Roe,Moira Kelly,0446702
4,5,0877243,Derek,Matt Barr,1204778
4,5,0877243,Derek Sommers,Ernest Waddell,1556708
4,5,0877243,Nick Chavez,Rey Valentin,1732800
